信号日,数据截至,持仓,当时动量,年化波动,记录时间
2026-08-31,2026-08-31,黄金ETF 62%,黄金ETF +8.3% | 中证500ETF +5.9% | 纳指ETF +5.3% | 沪深300ETF +0.6% | 证券ETF -0.2%,24% | 33% | 27% | 20% | 30%,2026-09-01 11:01
